F_total,P_total,aggregated_report,candidate_count,condition_candidate_count,edge_candidate_count,fault_category,fault_kind,mutant_id,operator,primary_file,primary_line,reason,scoring_strategy,sfl_formula,status,strategy,subject,top1_budget,top1_sfl_hit,top1_sfl_region_lines,top1_unified_hit,top1_unified_region_lines,top2_budget,top2_sfl_hit,top2_sfl_region_lines,top2_unified_hit,top2_unified_region_lines,top3_budget,top3_sfl_hit,top3_sfl_region_lines,top3_unified_hit,top3_unified_region_lines,top4_budget,top4_sfl_hit,top4_sfl_region_lines,top4_unified_hit,top4_unified_region_lines,top5_budget,top5_sfl_hit,top5_sfl_region_lines,top5_unified_hit,top5_unified_region_lines,top_unified_items
159,167,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/TaxBracket_M6/cct_folded_localization_aggregated.json,16,8,8,statement,data-flow,TaxBracket_M6,RVR,TaxBracket/TaxBracket_M6.java,32,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,TaxBracket,1,False,[30],False,[30],2,False,"[10, 30]",False,"[12, 30]",3,False,"[10, 11, 30]",False,"[12, 28, 30]",4,False,"[10, 11, 12, 30]",False,"[12, 28, 29, 30]",5,False,"[10, 11, 12, 28, 30]",True,"[12, 28, 29, 30, 32]","[{'kind': 'edge_partition', 'source_file': 'TaxBracket/TaxBracket_M6.java', 'from_line': 29, 'from_condition': 'resident', 'outcome': 'true', 'to_line': None, 'to_condition': None, 'region_lines': [30], 'region_size': 1, 'risk_score': 0.9875776397515528, 'base_risk_score': 0.9875776397515528, 'pass_count': 2, 'fail_count': 159, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'TaxBracket/TaxBracket_M6.java', 'line': 12, 'condition': 'income >= deduction', 'region_lines': [12], 'region_size': 1, 'risk_score': 0.4937888198757764, 'pass_count': 163, 'fail_count': 159, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'edge_partition', 'source_file': 'TaxBracket/TaxBracket_M6.java', 'from_line': 21, 'from_condition': 'n > 0', 'outcome': 'false', 'to_line': 29, 'to_condition': 'resident', 'region_lines': [28], 'region_size': 1, 'risk_score': 0.4937888198757764, 'base_risk_score': 0.4937888198757764, 'pass_count': 163, 'fail_count': 159, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 3}, {'kind': 'condition', 'source_file': 'TaxBracket/TaxBracket_M6.java', 'line': 29, 'condition': 'resident', 'region_lines': [29], 'region_size': 1, 'risk_score': 0.4937888198757764, 'pass_count': 163, 'fail_count': 159, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 4}, {'kind': 'edge_partition', 'source_file': 'TaxBracket/TaxBracket_M6.java', 'from_line': 29, 'from_condition': 'resident', 'outcome': 'false', 'to_line': None, 'to_condition': None, 'region_lines': [32], 'region_size': 1, 'risk_score': 0.4937888198757764, 'base_risk_score': 0.4937888198757764, 'pass_count': 163, 'fail_count': 159, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 5}]"
1,147,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/GradePolicy_M1/cct_folded_localization_aggregated.json,3,2,1,condition,control-flow,GradePolicy_M1,BOR,GradePolicy/GradePolicy_M1.java,3,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,GradePolicy,1,False,[4],False,[4],2,True,"[3, 4]",True,"[3, 4]",2,True,"[3, 4]",True,"[3, 4]",2,True,"[3, 4]",True,"[3, 4]",2,True,"[3, 4]",True,"[3, 4]","[{'kind': 'edge_partition', 'source_file': 'GradePolicy/GradePolicy_M1.java', 'from_line': 3, 'from_condition': 'exam >= 100', 'outcome': 'true', 'to_line': None, 'to_condition': None, 'region_lines': [4], 'region_size': 1, 'risk_score': 0.5, 'base_risk_score': 0.5, 'pass_count': 1, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'GradePolicy/GradePolicy_M1.java', 'line': 3, 'condition': 'exam >= 100', 'region_lines': [3], 'region_size': 1, 'risk_score': 0.006802721088435374, 'pass_count': 146, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'condition', 'source_file': 'GradePolicy/GradePolicy_M1.java', 'line': 3, 'condition': 'exam < 0', 'region_lines': [3], 'region_size': 1, 'risk_score': 0.006756756756756757, 'pass_count': 147, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 3}]"
1,140,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/GradePolicy_M2/cct_folded_localization_aggregated.json,5,4,1,condition,control-flow,GradePolicy_M2,BOR,GradePolicy/GradePolicy_M2.java,6,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,GradePolicy,1,False,[7],False,[7],2,True,"[6, 7]",True,"[6, 7]",2,True,"[6, 7]",True,"[6, 7]",3,True,"[3, 6, 7]",True,"[3, 6, 7]",3,True,"[3, 6, 7]",True,"[3, 6, 7]","[{'kind': 'edge_partition', 'source_file': 'GradePolicy/GradePolicy_M2.java', 'from_line': 6, 'from_condition': 'penalty >= 20', 'outcome': 'true', 'to_line': None, 'to_condition': None, 'region_lines': [7], 'region_size': 1, 'risk_score': 0.5, 'base_risk_score': 0.5, 'pass_count': 1, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'GradePolicy/GradePolicy_M2.java', 'line': 6, 'condition': 'penalty >= 20', 'region_lines': [6], 'region_size': 1, 'risk_score': 0.007246376811594203, 'pass_count': 137, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'condition', 'source_file': 'GradePolicy/GradePolicy_M2.java', 'line': 6, 'condition': 'penalty < 0', 'region_lines': [6], 'region_size': 1, 'risk_score': 0.007194244604316547, 'pass_count': 138, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 3}, {'kind': 'condition', 'source_file': 'GradePolicy/GradePolicy_M2.java', 'line': 3, 'condition': 'exam > 100', 'region_lines': [3], 'region_size': 1, 'risk_score': 0.007142857142857143, 'pass_count': 139, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 4}, {'kind': 'condition', 'source_file': 'GradePolicy/GradePolicy_M2.java', 'line': 3, 'condition': 'exam < 0', 'region_lines': [3], 'region_size': 1, 'risk_score': 0.0070921985815602835, 'pass_count': 140, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 4, 'original_rank': 4, 'rank': 5}]"
40,108,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/GradePolicy_M3/cct_folded_localization_aggregated.json,12,9,3,condition,control-flow,GradePolicy_M3,BOR,GradePolicy/GradePolicy_M3.java,13,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,GradePolicy,2,False,"[16, 27]",False,"[16, 18]",3,True,"[13, 16, 27]",False,"[16, 18, 27]",4,True,"[13, 16, 18, 27]",True,"[13, 16, 18, 27]",5,True,"[10, 13, 16, 18, 27]",True,"[12, 13, 16, 18, 27]",6,True,"[10, 11, 13, 16, 18, 27]",True,"[12, 13, 16, 18, 21, 27]","[{'kind': 'edge_partition', 'source_file': 'GradePolicy/GradePolicy_M3.java', 'from_line': 13, 'from_condition': 'exam > 60', 'outcome': 'false', 'to_line': 12, 'to_condition': 'remaining > 0', 'region_lines': [16, 18], 'region_size': 2, 'risk_score': 0.4, 'base_risk_score': 0.4, 'pass_count': 100, 'fail_count': 40, 'support_count': 3, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'edge_partition', 'source_file': 'GradePolicy/GradePolicy_M3.java', 'from_line': 24, 'from_condition': 'score < 0', 'outcome': 'false', 'to_line': None, 'to_condition': None, 'region_lines': [27], 'region_size': 1, 'risk_score': 0.3883495145631068, 'base_risk_score': 0.3883495145631068, 'pass_count': 63, 'fail_count': 40, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 2}, {'kind': 'condition', 'source_file': 'GradePolicy/GradePolicy_M3.java', 'line': 13, 'condition': 'exam > 60', 'region_lines': [13], 'region_size': 1, 'risk_score': 0.2857142857142857, 'pass_count': 100, 'fail_count': 40, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 3}, {'kind': 'condition', 'source_file': 'GradePolicy/GradePolicy_M3.java', 'line': 12, 'condition': 'remaining > 0', 'region_lines': [12], 'region_size': 1, 'risk_score': 0.2777777777777778, 'pass_count': 104, 'fail_count': 40, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 4}, {'kind': 'condition', 'source_file': 'GradePolicy/GradePolicy_M3.java', 'line': 21, 'condition': 'strictMode', 'region_lines': [21], 'region_size': 1, 'risk_score': 0.2777777777777778, 'pass_count': 104, 'fail_count': 40, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 5}]"
40,108,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/GradePolicy_M4/cct_folded_localization_aggregated.json,13,9,4,statement,data-flow,GradePolicy_M4,AOR,GradePolicy/GradePolicy_M4.java,14,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,GradePolicy,2,True,"[14, 27]",True,"[14, 18]",3,True,"[13, 14, 27]",True,"[14, 18, 27]",4,True,"[13, 14, 18, 27]",True,"[13, 14, 18, 27]",4,True,"[13, 14, 18, 27]",True,"[13, 14, 18, 27]",5,True,"[10, 13, 14, 18, 27]",True,"[12, 13, 14, 18, 27]","[{'kind': 'edge_partition', 'source_file': 'GradePolicy/GradePolicy_M4.java', 'from_line': 13, 'from_condition': 'exam >= 60', 'outcome': 'true', 'to_line': 12, 'to_condition': 'remaining > 0', 'region_lines': [14, 18], 'region_size': 2, 'risk_score': 1.0, 'base_risk_score': 1.0, 'pass_count': 0, 'fail_count': 40, 'support_count': 2, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'edge_partition', 'source_file': 'GradePolicy/GradePolicy_M4.java', 'from_line': 24, 'from_condition': 'score < 0', 'outcome': 'false', 'to_line': None, 'to_condition': None, 'region_lines': [27], 'region_size': 1, 'risk_score': 0.3883495145631068, 'base_risk_score': 0.3883495145631068, 'pass_count': 63, 'fail_count': 40, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 2, 'rank': 2}, {'kind': 'condition', 'source_file': 'GradePolicy/GradePolicy_M4.java', 'line': 13, 'condition': 'exam >= 60', 'region_lines': [13], 'region_size': 1, 'risk_score': 0.2857142857142857, 'pass_count': 100, 'fail_count': 40, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 3}, {'kind': 'edge_partition', 'source_file': 'GradePolicy/GradePolicy_M4.java', 'from_line': 13, 'from_condition': 'exam >= 60', 'outcome': 'false', 'to_line': 12, 'to_condition': 'remaining > 0', 'region_lines': [18], 'region_size': 1, 'risk_score': 0.2857142857142857, 'base_risk_score': 0.2857142857142857, 'pass_count': 100, 'fail_count': 40, 'support_count': 1, 'best_raw_rank': 4, 'original_rank': 3, 'rank': 4}, {'kind': 'condition', 'source_file': 'GradePolicy/GradePolicy_M4.java', 'line': 12, 'condition': 'remaining > 0', 'region_lines': [12], 'region_size': 1, 'risk_score': 0.2777777777777778, 'pass_count': 104, 'fail_count': 40, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 5}]"
21,127,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/GradePolicy_M5/cct_folded_localization_aggregated.json,13,9,4,statement,data-flow,GradePolicy_M5,AOR,GradePolicy/GradePolicy_M5.java,22,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,GradePolicy,1,True,[22],True,[22],2,True,"[22, 27]",True,"[21, 22]",3,True,"[16, 22, 27]",True,"[21, 22, 27]",5,True,"[10, 11, 16, 22, 27]",True,"[16, 18, 21, 22, 27]",6,True,"[10, 11, 12, 16, 22, 27]",True,"[12, 16, 18, 21, 22, 27]","[{'kind': 'edge_partition', 'source_file': 'GradePolicy/GradePolicy_M5.java', 'from_line': 21, 'from_condition': 'exam < 50', 'outcome': 'true', 'to_line': 24, 'to_condition': 'score < 0', 'region_lines': [22], 'region_size': 1, 'risk_score': 0.5, 'base_risk_score': 0.5, 'pass_count': 21, 'fail_count': 21, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'GradePolicy/GradePolicy_M5.java', 'line': 21, 'condition': 'exam < 50', 'region_lines': [21], 'region_size': 1, 'risk_score': 0.25301204819277107, 'pass_count': 62, 'fail_count': 21, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'edge_partition', 'source_file': 'GradePolicy/GradePolicy_M5.java', 'from_line': 24, 'from_condition': 'score < 0', 'outcome': 'false', 'to_line': None, 'to_condition': None, 'region_lines': [27], 'region_size': 1, 'risk_score': 0.20388349514563106, 'base_risk_score': 0.20388349514563106, 'pass_count': 82, 'fail_count': 21, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 3}, {'kind': 'edge_partition', 'source_file': 'GradePolicy/GradePolicy_M5.java', 'from_line': 13, 'from_condition': 'exam >= 60', 'outcome': 'false', 'to_line': 12, 'to_condition': 'remaining > 0', 'region_lines': [16, 18], 'region_size': 2, 'risk_score': 0.19047619047619047, 'base_risk_score': 0.19047619047619047, 'pass_count': 120, 'fail_count': 20, 'support_count': 3, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 4}, {'kind': 'condition', 'source_file': 'GradePolicy/GradePolicy_M5.java', 'line': 12, 'condition': 'remaining > 0', 'region_lines': [12], 'region_size': 1, 'risk_score': 0.14583333333333334, 'pass_count': 123, 'fail_count': 21, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 5}]"
103,45,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/GradePolicy_M6/cct_folded_localization_aggregated.json,14,9,5,statement,data-flow,GradePolicy_M6,RVR,GradePolicy/GradePolicy_M6.java,27,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,GradePolicy,1,True,[27],True,[27],2,True,"[10, 27]",True,"[12, 27]",3,True,"[10, 11, 27]",True,"[12, 21, 27]",5,True,"[10, 11, 12, 21, 27]",True,"[10, 11, 12, 21, 27]",6,True,"[10, 11, 12, 21, 24, 27]",True,"[10, 11, 12, 21, 24, 27]","[{'kind': 'edge_partition', 'source_file': 'GradePolicy/GradePolicy_M6.java', 'from_line': 24, 'from_condition': 'score < 0', 'outcome': 'false', 'to_line': None, 'to_condition': None, 'region_lines': [27], 'region_size': 1, 'risk_score': 1.0, 'base_risk_score': 1.0, 'pass_count': 0, 'fail_count': 103, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'GradePolicy/GradePolicy_M6.java', 'line': 12, 'condition': 'remaining > 0', 'region_lines': [12], 'region_size': 1, 'risk_score': 0.7152777777777778, 'pass_count': 41, 'fail_count': 103, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'condition', 'source_file': 'GradePolicy/GradePolicy_M6.java', 'line': 21, 'condition': 'strictMode', 'region_lines': [21], 'region_size': 1, 'risk_score': 0.7152777777777778, 'pass_count': 41, 'fail_count': 103, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 3}, {'kind': 'edge_partition', 'source_file': 'GradePolicy/GradePolicy_M6.java', 'from_line': 6, 'from_condition': 'penalty > 20', 'outcome': 'false', 'to_line': 12, 'to_condition': 'remaining > 0', 'region_lines': [10, 11], 'region_size': 2, 'risk_score': 0.7152777777777778, 'base_risk_score': 0.7152777777777778, 'pass_count': 41, 'fail_count': 103, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 4}, {'kind': 'condition', 'source_file': 'GradePolicy/GradePolicy_M6.java', 'line': 24, 'condition': 'score < 0', 'region_lines': [24], 'region_size': 1, 'risk_score': 0.7152777777777778, 'pass_count': 41, 'fail_count': 103, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 5}]"
1,107,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/InventoryReorder_M1/cct_folded_localization_aggregated.json,3,2,1,condition,control-flow,InventoryReorder_M1,BOR,InventoryReorder/InventoryReorder_M1.java,3,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,InventoryReorder,1,False,[4],False,[4],2,True,"[3, 4]",True,"[3, 4]",2,True,"[3, 4]",True,"[3, 4]",2,True,"[3, 4]",True,"[3, 4]",2,True,"[3, 4]",True,"[3, 4]","[{'kind': 'edge_partition', 'source_file': 'InventoryReorder/InventoryReorder_M1.java', 'from_line': 3, 'from_condition': 'stock >= 100', 'outcome': 'true', 'to_line': None, 'to_condition': None, 'region_lines': [4], 'region_size': 1, 'risk_score': 0.5, 'base_risk_score': 0.5, 'pass_count': 1, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'InventoryReorder/InventoryReorder_M1.java', 'line': 3, 'condition': 'stock >= 100', 'region_lines': [3], 'region_size': 1, 'risk_score': 0.009345794392523364, 'pass_count': 106, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'condition', 'source_file': 'InventoryReorder/InventoryReorder_M1.java', 'line': 3, 'condition': 'stock < 0', 'region_lines': [3], 'region_size': 1, 'risk_score': 0.009259259259259259, 'pass_count': 107, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 3}]"
1,100,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/InventoryReorder_M2/cct_folded_localization_aggregated.json,5,4,1,condition,control-flow,InventoryReorder_M2,BOR,InventoryReorder/InventoryReorder_M2.java,6,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,InventoryReorder,1,False,[7],False,[7],2,True,"[6, 7]",True,"[6, 7]",2,True,"[6, 7]",True,"[6, 7]",3,True,"[3, 6, 7]",True,"[3, 6, 7]",3,True,"[3, 6, 7]",True,"[3, 6, 7]","[{'kind': 'edge_partition', 'source_file': 'InventoryReorder/InventoryReorder_M2.java', 'from_line': 6, 'from_condition': 'demand >= 15', 'outcome': 'true', 'to_line': None, 'to_condition': None, 'region_lines': [7], 'region_size': 1, 'risk_score': 0.5, 'base_risk_score': 0.5, 'pass_count': 1, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'InventoryReorder/InventoryReorder_M2.java', 'line': 6, 'condition': 'demand >= 15', 'region_lines': [6], 'region_size': 1, 'risk_score': 0.01020408163265306, 'pass_count': 97, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'condition', 'source_file': 'InventoryReorder/InventoryReorder_M2.java', 'line': 6, 'condition': 'demand < 0', 'region_lines': [6], 'region_size': 1, 'risk_score': 0.010101010101010102, 'pass_count': 98, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 3}, {'kind': 'condition', 'source_file': 'InventoryReorder/InventoryReorder_M2.java', 'line': 3, 'condition': 'stock > 100', 'region_lines': [3], 'region_size': 1, 'risk_score': 0.01, 'pass_count': 99, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 4}, {'kind': 'condition', 'source_file': 'InventoryReorder/InventoryReorder_M2.java', 'line': 3, 'condition': 'stock < 0', 'region_lines': [3], 'region_size': 1, 'risk_score': 0.009900990099009901, 'pass_count': 100, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 4, 'original_rank': 4, 'rank': 5}]"
29,80,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/InventoryReorder_M3/cct_folded_localization_aggregated.json,15,9,6,condition,control-flow,InventoryReorder_M3,BOR,InventoryReorder/InventoryReorder_M3.java,13,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,InventoryReorder,2,True,"[13, 14]",False,"[14, 18]",3,True,"[13, 14, 18]",True,"[13, 14, 18]",3,True,"[13, 14, 18]",True,"[13, 14, 18]",4,True,"[10, 13, 14, 18]",True,"[12, 13, 14, 18]",5,True,"[10, 11, 13, 14, 18]",True,"[12, 13, 14, 18, 21]","[{'kind': 'edge_partition', 'source_file': 'InventoryReorder/InventoryReorder_M3.java', 'from_line': 13, 'from_condition': 'stock <= 80', 'outcome': 'true', 'to_line': 12, 'to_condition': 'remaining > 0', 'region_lines': [14, 18], 'region_size': 2, 'risk_score': 0.6744186046511628, 'base_risk_score': 0.6744186046511628, 'pass_count': 14, 'fail_count': 29, 'support_count': 2, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'InventoryReorder/InventoryReorder_M3.java', 'line': 13, 'condition': 'stock <= 80', 'region_lines': [13], 'region_size': 1, 'risk_score': 0.28431372549019607, 'pass_count': 73, 'fail_count': 29, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'edge_partition', 'source_file': 'InventoryReorder/InventoryReorder_M3.java', 'from_line': 13, 'from_condition': 'stock <= 80', 'outcome': 'false', 'to_line': 12, 'to_condition': 'remaining > 0', 'region_lines': [18], 'region_size': 1, 'risk_score': 0.28431372549019607, 'base_risk_score': 0.28431372549019607, 'pass_count': 73, 'fail_count': 29, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 2, 'rank': 3}, {'kind': 'condition', 'source_file': 'InventoryReorder/InventoryReorder_M3.java', 'line': 12, 'condition': 'remaining > 0', 'region_lines': [12], 'region_size': 1, 'risk_score': 0.2761904761904762, 'pass_count': 76, 'fail_count': 29, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 4}, {'kind': 'condition', 'source_file': 'InventoryReorder/InventoryReorder_M3.java', 'line': 21, 'condition': 'capMode', 'region_lines': [21], 'region_size': 1, 'risk_score': 0.2761904761904762, 'pass_count': 76, 'fail_count': 29, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 5}]"
48,67,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/InventoryReorder_M4/cct_folded_localization_aggregated.json,15,9,6,statement,data-flow,InventoryReorder_M4,AOR,InventoryReorder/InventoryReorder_M4.java,14,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,InventoryReorder,2,True,"[13, 14]",True,"[14, 18]",3,True,"[13, 14, 18]",True,"[13, 14, 18]",3,True,"[13, 14, 18]",True,"[13, 14, 18]",4,True,"[10, 13, 14, 18]",True,"[12, 13, 14, 18]",5,True,"[10, 11, 13, 14, 18]",True,"[12, 13, 14, 18, 21]","[{'kind': 'edge_partition', 'source_file': 'InventoryReorder/InventoryReorder_M4.java', 'from_line': 13, 'from_condition': 'stock < 80', 'outcome': 'true', 'to_line': 12, 'to_condition': 'remaining > 0', 'region_lines': [14, 18], 'region_size': 2, 'risk_score': 1.0, 'base_risk_score': 1.0, 'pass_count': 0, 'fail_count': 48, 'support_count': 2, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'InventoryReorder/InventoryReorder_M4.java', 'line': 13, 'condition': 'stock < 80', 'region_lines': [13], 'region_size': 1, 'risk_score': 0.4444444444444444, 'pass_count': 60, 'fail_count': 48, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'edge_partition', 'source_file': 'InventoryReorder/InventoryReorder_M4.java', 'from_line': 13, 'from_condition': 'stock < 80', 'outcome': 'false', 'to_line': 12, 'to_condition': 'remaining > 0', 'region_lines': [18], 'region_size': 1, 'risk_score': 0.4444444444444444, 'base_risk_score': 0.4444444444444444, 'pass_count': 60, 'fail_count': 48, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 2, 'rank': 3}, {'kind': 'condition', 'source_file': 'InventoryReorder/InventoryReorder_M4.java', 'line': 12, 'condition': 'remaining > 0', 'region_lines': [12], 'region_size': 1, 'risk_score': 0.43243243243243246, 'pass_count': 63, 'fail_count': 48, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 4}, {'kind': 'condition', 'source_file': 'InventoryReorder/InventoryReorder_M4.java', 'line': 21, 'condition': 'capMode', 'region_lines': [21], 'region_size': 1, 'risk_score': 0.43243243243243246, 'pass_count': 63, 'fail_count': 48, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 5}]"
