F_total,P_total,aggregated_report,candidate_count,condition_candidate_count,edge_candidate_count,fault_category,fault_kind,mutant_id,operator,primary_file,primary_line,reason,scoring_strategy,sfl_formula,status,strategy,subject,top1_budget,top1_sfl_hit,top1_sfl_region_lines,top1_unified_hit,top1_unified_region_lines,top2_budget,top2_sfl_hit,top2_sfl_region_lines,top2_unified_hit,top2_unified_region_lines,top3_budget,top3_sfl_hit,top3_sfl_region_lines,top3_unified_hit,top3_unified_region_lines,top4_budget,top4_sfl_hit,top4_sfl_region_lines,top4_unified_hit,top4_unified_region_lines,top5_budget,top5_sfl_hit,top5_sfl_region_lines,top5_unified_hit,top5_unified_region_lines,top_unified_items
23,86,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/InventoryReorder_M5/cct_folded_localization_aggregated.json,14,9,5,statement,data-flow,InventoryReorder_M5,CR,InventoryReorder/InventoryReorder_M5.java,22,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,InventoryReorder,1,True,[22],True,[22],2,True,"[22, 27]",True,"[21, 22]",3,True,"[10, 22, 27]",True,"[21, 22, 27]",4,True,"[10, 11, 22, 27]",True,"[12, 21, 22, 27]",4,True,"[10, 11, 22, 27]",True,"[12, 21, 22, 27]","[{'kind': 'edge_partition', 'source_file': 'InventoryReorder/InventoryReorder_M5.java', 'from_line': 21, 'from_condition': 'level > 95', 'outcome': 'true', 'to_line': 24, 'to_condition': 'level > 100', 'region_lines': [22], 'region_size': 1, 'risk_score': 1.0, 'base_risk_score': 1.0, 'pass_count': 0, 'fail_count': 23, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'InventoryReorder/InventoryReorder_M5.java', 'line': 21, 'condition': 'level > 95', 'region_lines': [21], 'region_size': 1, 'risk_score': 0.42592592592592593, 'pass_count': 31, 'fail_count': 23, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'edge_partition', 'source_file': 'InventoryReorder/InventoryReorder_M5.java', 'from_line': 24, 'from_condition': 'level > 100', 'outcome': 'false', 'to_line': None, 'to_condition': None, 'region_lines': [27], 'region_size': 1, 'risk_score': 0.27058823529411763, 'base_risk_score': 0.27058823529411763, 'pass_count': 62, 'fail_count': 23, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 3}, {'kind': 'condition', 'source_file': 'InventoryReorder/InventoryReorder_M5.java', 'line': 12, 'condition': 'remaining > 0', 'region_lines': [12], 'region_size': 1, 'risk_score': 0.21904761904761905, 'pass_count': 82, 'fail_count': 23, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 4}, {'kind': 'condition', 'source_file': 'InventoryReorder/InventoryReorder_M5.java', 'line': 21, 'condition': 'capMode', 'region_lines': [21], 'region_size': 1, 'risk_score': 0.21904761904761905, 'pass_count': 82, 'fail_count': 23, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 5}]"
85,24,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/InventoryReorder_M6/cct_folded_localization_aggregated.json,14,9,5,statement,data-flow,InventoryReorder_M6,RVR,InventoryReorder/InventoryReorder_M6.java,27,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,InventoryReorder,1,True,[27],True,[27],2,True,"[10, 27]",True,"[12, 27]",3,True,"[10, 11, 27]",True,"[12, 21, 27]",5,True,"[10, 11, 12, 21, 27]",True,"[10, 11, 12, 21, 27]",6,True,"[10, 11, 12, 21, 24, 27]",True,"[10, 11, 12, 21, 24, 27]","[{'kind': 'edge_partition', 'source_file': 'InventoryReorder/InventoryReorder_M6.java', 'from_line': 24, 'from_condition': 'level > 100', 'outcome': 'false', 'to_line': None, 'to_condition': None, 'region_lines': [27], 'region_size': 1, 'risk_score': 1.0, 'base_risk_score': 1.0, 'pass_count': 0, 'fail_count': 85, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'InventoryReorder/InventoryReorder_M6.java', 'line': 12, 'condition': 'remaining > 0', 'region_lines': [12], 'region_size': 1, 'risk_score': 0.8095238095238095, 'pass_count': 20, 'fail_count': 85, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'condition', 'source_file': 'InventoryReorder/InventoryReorder_M6.java', 'line': 21, 'condition': 'capMode', 'region_lines': [21], 'region_size': 1, 'risk_score': 0.8095238095238095, 'pass_count': 20, 'fail_count': 85, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 3}, {'kind': 'edge_partition', 'source_file': 'InventoryReorder/InventoryReorder_M6.java', 'from_line': 6, 'from_condition': 'demand > 15', 'outcome': 'false', 'to_line': 12, 'to_condition': 'remaining > 0', 'region_lines': [10, 11], 'region_size': 2, 'risk_score': 0.8095238095238095, 'base_risk_score': 0.8095238095238095, 'pass_count': 20, 'fail_count': 85, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 4}, {'kind': 'condition', 'source_file': 'InventoryReorder/InventoryReorder_M6.java', 'line': 24, 'condition': 'level > 100', 'region_lines': [24], 'region_size': 1, 'risk_score': 0.8095238095238095, 'pass_count': 20, 'fail_count': 85, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 5}]"
88,0,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/PairSortCheck_M1/cct_folded_localization_aggregated.json,18,9,9,condition,control-flow,PairSortCheck_M1,ROR,PairSortCheck/PairSortCheck_M1.java,3,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,PairSortCheck,1,True,[3],True,[3],2,True,"[3, 8]",True,"[3, 8]",3,True,"[3, 8, 13]",True,"[3, 8, 13]",4,True,"[3, 8, 13, 18]",True,"[3, 8, 13, 18]",5,True,"[3, 8, 13, 18, 23]",True,"[3, 8, 13, 18, 23]","[{'kind': 'condition', 'source_file': 'PairSortCheck/PairSortCheck_M1.java', 'line': 3, 'condition': 'a < b', 'region_lines': [3], 'region_size': 1, 'risk_score': 1.0, 'pass_count': 0, 'fail_count': 88, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'PairSortCheck/PairSortCheck_M1.java', 'line': 8, 'condition': 'd > e', 'region_lines': [8], 'region_size': 1, 'risk_score': 1.0, 'pass_count': 0, 'fail_count': 88, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 2}, {'kind': 'condition', 'source_file': 'PairSortCheck/PairSortCheck_M1.java', 'line': 13, 'condition': 'c > e', 'region_lines': [13], 'region_size': 1, 'risk_score': 1.0, 'pass_count': 0, 'fail_count': 88, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 3}, {'kind': 'condition', 'source_file': 'PairSortCheck/PairSortCheck_M1.java', 'line': 18, 'condition': 'c > d', 'region_lines': [18], 'region_size': 1, 'risk_score': 1.0, 'pass_count': 0, 'fail_count': 88, 'support_count': 1, 'best_raw_rank': 4, 'original_rank': 4, 'rank': 4}, {'kind': 'condition', 'source_file': 'PairSortCheck/PairSortCheck_M1.java', 'line': 23, 'condition': 'a > d', 'region_lines': [23], 'region_size': 1, 'risk_score': 1.0, 'pass_count': 0, 'fail_count': 88, 'support_count': 1, 'best_raw_rank': 5, 'original_rank': 5, 'rank': 5}]"
68,10,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/PairSortCheck_M2/cct_folded_localization_aggregated.json,18,9,9,condition,control-flow,PairSortCheck_M2,ROR,PairSortCheck/PairSortCheck_M2.java,13,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,PairSortCheck,1,False,[3],False,[3],2,False,"[3, 8]",False,"[3, 8]",3,True,"[3, 8, 13]",True,"[3, 8, 13]",4,True,"[3, 8, 13, 18]",True,"[3, 8, 13, 18]",5,True,"[3, 8, 13, 18, 23]",True,"[3, 8, 13, 18, 23]","[{'kind': 'condition', 'source_file': 'PairSortCheck/PairSortCheck_M2.java', 'line': 3, 'condition': 'a > b', 'region_lines': [3], 'region_size': 1, 'risk_score': 0.8717948717948718, 'pass_count': 10, 'fail_count': 68, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'PairSortCheck/PairSortCheck_M2.java', 'line': 8, 'condition': 'd > e', 'region_lines': [8], 'region_size': 1, 'risk_score': 0.8717948717948718, 'pass_count': 10, 'fail_count': 68, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 2}, {'kind': 'condition', 'source_file': 'PairSortCheck/PairSortCheck_M2.java', 'line': 13, 'condition': 'c < e', 'region_lines': [13], 'region_size': 1, 'risk_score': 0.8717948717948718, 'pass_count': 10, 'fail_count': 68, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 3}, {'kind': 'condition', 'source_file': 'PairSortCheck/PairSortCheck_M2.java', 'line': 18, 'condition': 'c > d', 'region_lines': [18], 'region_size': 1, 'risk_score': 0.8717948717948718, 'pass_count': 10, 'fail_count': 68, 'support_count': 1, 'best_raw_rank': 4, 'original_rank': 4, 'rank': 4}, {'kind': 'condition', 'source_file': 'PairSortCheck/PairSortCheck_M2.java', 'line': 23, 'condition': 'a > d', 'region_lines': [23], 'region_size': 1, 'risk_score': 0.8717948717948718, 'pass_count': 10, 'fail_count': 68, 'support_count': 1, 'best_raw_rank': 5, 'original_rank': 5, 'rank': 5}]"
0,167,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/PairSortCheck_M3/cct_folded_localization_aggregated.json,,,,condition,control-flow,PairSortCheck_M3,BOR,,,folded_row_not_evaluated,coverage_x_purity,,not_detected,,PairSortCheck,,,,,,,,,,,,,,,,,,,,,,,,,,
7,141,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/PairSortCheck_M4/cct_folded_localization_aggregated.json,16,9,7,statement,data-flow,PairSortCheck_M4,SUR,PairSortCheck/PairSortCheck_M4.java,5,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,PairSortCheck,3,True,"[4, 5, 6]",True,"[4, 5, 6]",4,True,"[3, 4, 5, 6]",True,"[4, 5, 6, 48]",5,True,"[3, 4, 5, 6, 8]",True,"[3, 4, 5, 6, 48]",6,True,"[3, 4, 5, 6, 8, 13]",True,"[3, 4, 5, 6, 8, 48]",7,True,"[3, 4, 5, 6, 8, 13, 18]",True,"[3, 4, 5, 6, 8, 13, 48]","[{'kind': 'edge_partition', 'source_file': 'PairSortCheck/PairSortCheck_M4.java', 'from_line': 3, 'from_condition': 'a > b', 'outcome': 'true', 'to_line': 8, 'to_condition': 'd > e', 'region_lines': [4, 5, 6], 'region_size': 3, 'risk_score': 0.22580645161290322, 'base_risk_score': 0.22580645161290322, 'pass_count': 24, 'fail_count': 7, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'edge_partition', 'source_file': 'PairSortCheck/PairSortCheck_M4.java', 'from_line': 43, 'from_condition': 'b > c', 'outcome': 'false', 'to_line': None, 'to_condition': None, 'region_lines': [48], 'region_size': 1, 'risk_score': 0.051948051948051945, 'base_risk_score': 0.051948051948051945, 'pass_count': 87, 'fail_count': 5, 'support_count': 2, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 2}, {'kind': 'condition', 'source_file': 'PairSortCheck/PairSortCheck_M4.java', 'line': 3, 'condition': 'a > b', 'region_lines': [3], 'region_size': 1, 'risk_score': 0.0472972972972973, 'pass_count': 141, 'fail_count': 7, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 3}, {'kind': 'condition', 'source_file': 'PairSortCheck/PairSortCheck_M4.java', 'line': 8, 'condition': 'd > e', 'region_lines': [8], 'region_size': 1, 'risk_score': 0.0472972972972973, 'pass_count': 141, 'fail_count': 7, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 4}, {'kind': 'condition', 'source_file': 'PairSortCheck/PairSortCheck_M4.java', 'line': 13, 'condition': 'c > e', 'region_lines': [13], 'region_size': 1, 'risk_score': 0.0472972972972973, 'pass_count': 141, 'fail_count': 7, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 5}]"
88,99,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/PairSortCheck_M5/cct_folded_localization_aggregated.json,18,9,9,statement,data-flow,PairSortCheck_M5,SUR,PairSortCheck/PairSortCheck_M5.java,40,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,PairSortCheck,3,True,"[39, 40, 41]",True,"[39, 40, 41]",7,True,"[3, 39, 40, 41, 44, 45, 46]",True,"[39, 40, 41, 44, 45, 46, 48]",8,True,"[3, 8, 39, 40, 41, 44, 45, 46]",True,"[3, 39, 40, 41, 44, 45, 46, 48]",9,True,"[3, 8, 13, 39, 40, 41, 44, 45, 46]",True,"[3, 8, 39, 40, 41, 44, 45, 46, 48]",10,True,"[3, 8, 13, 18, 39, 40, 41, 44, 45, 46]",True,"[3, 8, 13, 39, 40, 41, 44, 45, 46, 48]","[{'kind': 'edge_partition', 'source_file': 'PairSortCheck/PairSortCheck_M5.java', 'from_line': 38, 'from_condition': 'b > d', 'outcome': 'true', 'to_line': 43, 'to_condition': 'b > c', 'region_lines': [39, 40, 41], 'region_size': 3, 'risk_score': 1.0, 'base_risk_score': 1.0, 'pass_count': 0, 'fail_count': 88, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'edge_partition', 'source_file': 'PairSortCheck/PairSortCheck_M5.java', 'from_line': 43, 'from_condition': 'b > c', 'outcome': 'true', 'to_line': None, 'to_condition': None, 'region_lines': [44, 45, 46, 48], 'region_size': 4, 'risk_score': 0.7521367521367521, 'base_risk_score': 0.7521367521367521, 'pass_count': 29, 'fail_count': 88, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 2}, {'kind': 'condition', 'source_file': 'PairSortCheck/PairSortCheck_M5.java', 'line': 3, 'condition': 'a > b', 'region_lines': [3], 'region_size': 1, 'risk_score': 0.47058823529411764, 'pass_count': 99, 'fail_count': 88, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 3}, {'kind': 'condition', 'source_file': 'PairSortCheck/PairSortCheck_M5.java', 'line': 8, 'condition': 'd > e', 'region_lines': [8], 'region_size': 1, 'risk_score': 0.47058823529411764, 'pass_count': 99, 'fail_count': 88, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 4}, {'kind': 'condition', 'source_file': 'PairSortCheck/PairSortCheck_M5.java', 'line': 13, 'condition': 'c > e', 'region_lines': [13], 'region_size': 1, 'risk_score': 0.47058823529411764, 'pass_count': 99, 'fail_count': 88, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 5}]"
0,219,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/FL-061001-EX_CSC_dataset/PairSortCheck_M6/cct_folded_localization_aggregated.json,,,,statement,data-flow,PairSortCheck_M6,RVR,,,folded_row_not_evaluated,coverage_x_purity,,not_detected,,PairSortCheck,,,,,,,,,,,,,,,,,,,,,,,,,,
1,165,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/fault_localization_core_b/WeightedAddLoop_M1/cct_folded_localization_aggregated.json,2,1,1,condition,control-flow,WeightedAddLoop_M1,BOR,WeightedAddLoop/WeightedAddLoop_M1.java,3,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,WeightedAddLoop,1,False,[4],False,[4],2,True,"[3, 4]",True,"[3, 4]",2,True,"[3, 4]",True,"[3, 4]",2,True,"[3, 4]",True,"[3, 4]",2,True,"[3, 4]",True,"[3, 4]","[{'kind': 'edge_partition', 'source_file': 'WeightedAddLoop/WeightedAddLoop_M1.java', 'from_line': 3, 'from_condition': 'base > 90', 'outcome': 'true', 'to_line': None, 'to_condition': None, 'region_lines': [4], 'region_size': 1, 'risk_score': 0.5, 'base_risk_score': 0.5, 'pass_count': 1, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'WeightedAddLoop/WeightedAddLoop_M1.java', 'line': 3, 'condition': 'base <= -90', 'region_lines': [3], 'region_size': 1, 'risk_score': 0.006024096385542169, 'pass_count': 165, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}]"
1,163,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/fault_localization_core_b/WeightedAddLoop_M2/cct_folded_localization_aggregated.json,5,4,1,condition,control-flow,WeightedAddLoop_M2,BOR,WeightedAddLoop/WeightedAddLoop_M2.java,6,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,WeightedAddLoop,1,False,[7],False,[7],2,True,"[6, 7]",True,"[6, 7]",2,True,"[6, 7]",True,"[6, 7]",3,True,"[3, 6, 7]",True,"[3, 6, 7]",3,True,"[3, 6, 7]",True,"[3, 6, 7]","[{'kind': 'edge_partition', 'source_file': 'WeightedAddLoop/WeightedAddLoop_M2.java', 'from_line': 6, 'from_condition': 'steps >= 40', 'outcome': 'true', 'to_line': None, 'to_condition': None, 'region_lines': [7], 'region_size': 1, 'risk_score': 0.5, 'base_risk_score': 0.5, 'pass_count': 1, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'WeightedAddLoop/WeightedAddLoop_M2.java', 'line': 6, 'condition': 'steps >= 40', 'region_lines': [6], 'region_size': 1, 'risk_score': 0.006211180124223602, 'pass_count': 160, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'condition', 'source_file': 'WeightedAddLoop/WeightedAddLoop_M2.java', 'line': 6, 'condition': 'steps < -40', 'region_lines': [6], 'region_size': 1, 'risk_score': 0.006172839506172839, 'pass_count': 161, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 3}, {'kind': 'condition', 'source_file': 'WeightedAddLoop/WeightedAddLoop_M2.java', 'line': 3, 'condition': 'base > 90', 'region_lines': [3], 'region_size': 1, 'risk_score': 0.006134969325153374, 'pass_count': 162, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 4}, {'kind': 'condition', 'source_file': 'WeightedAddLoop/WeightedAddLoop_M2.java', 'line': 3, 'condition': 'base < -90', 'region_lines': [3], 'region_size': 1, 'risk_score': 0.006097560975609756, 'pass_count': 163, 'fail_count': 1, 'support_count': 1, 'best_raw_rank': 4, 'original_rank': 4, 'rank': 5}]"
0,166,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/fault_localization_core_b/WeightedAddLoop_M3/cct_folded_localization_aggregated.json,,,,condition,control-flow,WeightedAddLoop_M3,ROR,,,folded_row_not_evaluated,coverage_x_purity,,not_detected,,WeightedAddLoop,,,,,,,,,,,,,,,,,,,,,,,,,,
80,86,/Users/jiazedong/WorkSpace/ZedResearch/CSC_EXT/project/CSC_EXPANDED/experiments/EX_CSC_dataset/folded_fault_localization/fl_combined_3exp_144tasks/artifacts/fault_localization_core_b/WeightedAddLoop_M4/cct_folded_localization_aggregated.json,15,8,7,statement,data-flow,WeightedAddLoop_M4,CR,WeightedAddLoop/WeightedAddLoop_M4.java,13,,coverage_x_purity,ochiai,evaluated,experimental.unified_folded_source_candidate,WeightedAddLoop,1,True,[13],True,[13],2,True,"[10, 13]",True,"[12, 13]",3,True,"[10, 11, 13]",True,"[12, 13, 16]",4,True,"[10, 11, 12, 13]",True,"[12, 13, 16, 29]",6,True,"[10, 11, 12, 13, 16, 29]",True,"[10, 11, 12, 13, 16, 29]","[{'kind': 'edge_partition', 'source_file': 'WeightedAddLoop/WeightedAddLoop_M4.java', 'from_line': 12, 'from_condition': 'heavy', 'outcome': 'true', 'to_line': 16, 'to_condition': 'steps > 0', 'region_lines': [13], 'region_size': 1, 'risk_score': 0.9876543209876543, 'base_risk_score': 0.9876543209876543, 'pass_count': 1, 'fail_count': 80, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 1}, {'kind': 'condition', 'source_file': 'WeightedAddLoop/WeightedAddLoop_M4.java', 'line': 12, 'condition': 'heavy', 'region_lines': [12], 'region_size': 1, 'risk_score': 0.49382716049382713, 'pass_count': 82, 'fail_count': 80, 'support_count': 1, 'best_raw_rank': 1, 'original_rank': 1, 'rank': 2}, {'kind': 'condition', 'source_file': 'WeightedAddLoop/WeightedAddLoop_M4.java', 'line': 16, 'condition': 'steps > 0', 'region_lines': [16], 'region_size': 1, 'risk_score': 0.49382716049382713, 'pass_count': 82, 'fail_count': 80, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 3}, {'kind': 'edge_partition', 'source_file': 'WeightedAddLoop/WeightedAddLoop_M4.java', 'from_line': 24, 'from_condition': 'n > 0', 'outcome': 'false', 'to_line': None, 'to_condition': None, 'region_lines': [29], 'region_size': 1, 'risk_score': 0.49382716049382713, 'base_risk_score': 0.49382716049382713, 'pass_count': 82, 'fail_count': 80, 'support_count': 1, 'best_raw_rank': 2, 'original_rank': 2, 'rank': 4}, {'kind': 'edge_partition', 'source_file': 'WeightedAddLoop/WeightedAddLoop_M4.java', 'from_line': 6, 'from_condition': 'steps > 40', 'outcome': 'false', 'to_line': 12, 'to_condition': 'heavy', 'region_lines': [10, 11], 'region_size': 2, 'risk_score': 0.49382716049382713, 'base_risk_score': 0.49382716049382713, 'pass_count': 82, 'fail_count': 80, 'support_count': 1, 'best_raw_rank': 3, 'original_rank': 3, 'rank': 5}]"
