status,mutant_id,subject,operator,fault_kind,fault_category,mutant_file,primary_file,primary_line,evaluation_report,duplicate_report_count,strategy,target_type,prediction_count,hit,best_rank,top1_hit,top3_hit,top5_hit,top10_hit,region_size_average,region_size_max,region_size_top1,region_size_hit,region_size_top1_average,region_size_top3_average,region_size_top5_average,region_size_top10_average,hit_item_region_size,cumulative_inspection_region_at_first_hit,inspection_region_top1,inspection_region_top3,inspection_region_top5,inspection_region_top10,hit_lines,notes,dataset_id,experiment_id,method_family
evaluated,AddLoop_M2,AddLoop,BOR,control-flow,condition,AddLoop/AddLoop_M2.java,AddLoop/AddLoop_M2.java,8,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M2/fault_localization_eval.json,1,raw.interval.cct_only,interval,6,True,1,True,True,True,True,1.3333333333333333,6,0,0,0.0,0.0,0.4,1.3333333333333333,0,1,1,2,2,6,[8],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M2,AddLoop,BOR,control-flow,condition,AddLoop/AddLoop_M2.java,AddLoop/AddLoop_M2.java,8,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M2/fault_localization_eval.json,1,raw.interval.edge_divergence_gated,interval,6,False,,False,False,False,False,0.5,1,1,,1.0,1.0,0.6,0.5,,,1,2,2,2,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M2,AddLoop,BOR,control-flow,condition,AddLoop/AddLoop_M2.java,AddLoop/AddLoop_M2.java,8,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M2/fault_localization_eval.json,1,raw.interval.statement_presence,interval,6,False,,False,False,False,False,0.5,1,1,,1.0,1.0,0.6,0.5,,,1,2,2,2,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M3,AddLoop,ROR,control-flow,condition,AddLoop/AddLoop_M3.java,AddLoop/AddLoop_M3.java,14,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M3/fault_localization_eval.json,1,aggregated.composite.condition_or_interval,composite,3,False,,False,False,False,False,2.0,2,2,,2,2,2,2,,,2,2,2,2,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M3,AddLoop,ROR,control-flow,condition,AddLoop/AddLoop_M3.java,AddLoop/AddLoop_M3.java,14,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M3/fault_localization_eval.json,1,aggregated.condition_node,condition,2,False,,False,False,False,False,1.0,1,1,,1.0,1.0,1.0,1.0,,,1,1,1,1,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M3,AddLoop,ROR,control-flow,condition,AddLoop/AddLoop_M3.java,AddLoop/AddLoop_M3.java,14,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M3/fault_localization_eval.json,1,aggregated.interval.cct_only,interval,3,False,,False,False,False,False,1.0,1,1,,1.0,1.0,1.0,1.0,,,1,1,1,1,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M3,AddLoop,ROR,control-flow,condition,AddLoop/AddLoop_M3.java,AddLoop/AddLoop_M3.java,14,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M3/fault_localization_eval.json,1,aggregated.interval.edge_divergence_gated,interval,3,False,,False,False,False,False,0.6666666666666666,1,1,,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,1,1,1,1,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M3,AddLoop,ROR,control-flow,condition,AddLoop/AddLoop_M3.java,AddLoop/AddLoop_M3.java,14,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M3/fault_localization_eval.json,1,aggregated.interval.statement_presence,interval,3,False,,False,False,False,False,0.6666666666666666,1,1,,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,1,1,1,1,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M3,AddLoop,ROR,control-flow,condition,AddLoop/AddLoop_M3.java,AddLoop/AddLoop_M3.java,14,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M3/fault_localization_eval.json,1,raw.condition_node,condition,2,False,,False,False,False,False,1.0,1,1,,1.0,1.0,1.0,1.0,,,1,1,1,1,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M3,AddLoop,ROR,control-flow,condition,AddLoop/AddLoop_M3.java,AddLoop/AddLoop_M3.java,14,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M3/fault_localization_eval.json,1,raw.interval.cct_only,interval,3,False,,False,False,False,False,0.3333333333333333,1,0,,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,1,1,1,1,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M3,AddLoop,ROR,control-flow,condition,AddLoop/AddLoop_M3.java,AddLoop/AddLoop_M3.java,14,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M3/fault_localization_eval.json,1,raw.interval.edge_divergence_gated,interval,3,False,,False,False,False,False,0.6666666666666666,1,1,,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,1,1,1,1,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M3,AddLoop,ROR,control-flow,condition,AddLoop/AddLoop_M3.java,AddLoop/AddLoop_M3.java,14,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M3/fault_localization_eval.json,1,raw.interval.statement_presence,interval,3,False,,False,False,False,False,0.6666666666666666,1,1,,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,1,1,1,1,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M4,AddLoop,AOR,data-flow,statement,AddLoop/AddLoop_M4.java,AddLoop/AddLoop_M4.java,20,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M4/fault_localization_eval.json,1,aggregated.composite.condition_or_interval,composite,9,True,1,True,True,True,True,8.11111111111111,10,3,3,3,7,10,10,3,3,3,7,10,10,[20],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M4,AddLoop,AOR,data-flow,statement,AddLoop/AddLoop_M4.java,AddLoop/AddLoop_M4.java,20,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M4/fault_localization_eval.json,1,aggregated.condition_node,condition,6,False,,False,False,False,False,1.0,1,1,,1.0,1.0,1.0,1.0,,,1,3,4,4,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M4,AddLoop,AOR,data-flow,statement,AddLoop/AddLoop_M4.java,AddLoop/AddLoop_M4.java,20,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M4/fault_localization_eval.json,1,aggregated.interval.cct_only,interval,9,False,,False,False,False,False,2.6666666666666665,7,1,,1.0,4.333333333333333,3.0,2.6666666666666665,,,1,11,12,16,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M4,AddLoop,AOR,data-flow,statement,AddLoop/AddLoop_M4.java,AddLoop/AddLoop_M4.java,20,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M4/fault_localization_eval.json,1,aggregated.interval.edge_divergence_gated,interval,9,True,1,True,True,True,True,0.7777777777777778,2,2,2,2.0,1.3333333333333333,1.2,0.7777777777777778,2,2,2,4,6,6,[20],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M4,AddLoop,AOR,data-flow,statement,AddLoop/AddLoop_M4.java,AddLoop/AddLoop_M4.java,20,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M4/fault_localization_eval.json,1,aggregated.interval.statement_presence,interval,9,True,1,True,True,True,True,0.7777777777777778,2,2,2,2.0,1.3333333333333333,1.2,0.7777777777777778,2,2,2,4,6,6,[20],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M4,AddLoop,AOR,data-flow,statement,AddLoop/AddLoop_M4.java,AddLoop/AddLoop_M4.java,20,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M4/fault_localization_eval.json,1,raw.condition_node,condition,106,False,,False,False,False,False,1.0,1,1,,1.0,1.0,1.0,1.0,,,1,1,1,1,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M4,AddLoop,AOR,data-flow,statement,AddLoop/AddLoop_M4.java,AddLoop/AddLoop_M4.java,20,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M4/fault_localization_eval.json,1,raw.interval.cct_only,interval,207,False,,False,False,False,False,0.5797101449275363,7,1,,1.0,2.3333333333333335,1.8,1.4,,,1,5,5,5,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M4,AddLoop,AOR,data-flow,statement,AddLoop/AddLoop_M4.java,AddLoop/AddLoop_M4.java,20,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M4/fault_localization_eval.json,1,raw.interval.edge_divergence_gated,interval,207,True,1,True,True,True,True,1.4685990338164252,2,2,2,2.0,1.6666666666666667,1.8,1.9,2,2,2,3,3,3,[20],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M4,AddLoop,AOR,data-flow,statement,AddLoop/AddLoop_M4.java,AddLoop/AddLoop_M4.java,20,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M4/fault_localization_eval.json,1,raw.interval.statement_presence,interval,207,True,1,True,True,True,True,1.4685990338164252,2,2,2,2.0,1.6666666666666667,1.8,1.9,2,2,2,3,3,3,[20],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M5,AddLoop,SUR,data-flow,statement,AddLoop/AddLoop_M5.java,AddLoop/AddLoop_M5.java,21,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M5/fault_localization_eval.json,1,aggregated.composite.condition_or_interval,composite,9,True,1,True,True,True,True,8.0,10,3,3,3,6,10,10,3,3,3,6,10,10,[21],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M5,AddLoop,SUR,data-flow,statement,AddLoop/AddLoop_M5.java,AddLoop/AddLoop_M5.java,21,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M5/fault_localization_eval.json,1,aggregated.condition_node,condition,6,False,,False,False,False,False,1.0,1,1,,1.0,1.0,1.0,1.0,,,1,2,4,4,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M5,AddLoop,SUR,data-flow,statement,AddLoop/AddLoop_M5.java,AddLoop/AddLoop_M5.java,21,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M5/fault_localization_eval.json,1,aggregated.interval.cct_only,interval,9,False,,False,False,False,False,2.6666666666666665,7,1,,1.0,4.333333333333333,3.0,2.6666666666666665,,,1,11,11,16,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M5,AddLoop,SUR,data-flow,statement,AddLoop/AddLoop_M5.java,AddLoop/AddLoop_M5.java,21,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M5/fault_localization_eval.json,1,aggregated.interval.edge_divergence_gated,interval,9,True,1,True,True,True,True,0.7777777777777778,2,2,2,2.0,1.3333333333333333,1.2,0.7777777777777778,2,2,2,4,6,6,[21],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M5,AddLoop,SUR,data-flow,statement,AddLoop/AddLoop_M5.java,AddLoop/AddLoop_M5.java,21,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M5/fault_localization_eval.json,1,aggregated.interval.statement_presence,interval,9,True,1,True,True,True,True,0.7777777777777778,2,2,2,2.0,1.3333333333333333,1.2,0.7777777777777778,2,2,2,4,6,6,[21],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M5,AddLoop,SUR,data-flow,statement,AddLoop/AddLoop_M5.java,AddLoop/AddLoop_M5.java,21,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M5/fault_localization_eval.json,1,raw.condition_node,condition,56,False,,False,False,False,False,1.0,1,1,,1.0,1.0,1.0,1.0,,,1,1,1,1,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M5,AddLoop,SUR,data-flow,statement,AddLoop/AddLoop_M5.java,AddLoop/AddLoop_M5.java,21,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M5/fault_localization_eval.json,1,raw.interval.cct_only,interval,107,False,,False,False,False,False,0.6542056074766355,7,1,,1.0,2.3333333333333335,1.8,1.4,,,1,5,5,5,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M5,AddLoop,SUR,data-flow,statement,AddLoop/AddLoop_M5.java,AddLoop/AddLoop_M5.java,21,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M5/fault_localization_eval.json,1,raw.interval.edge_divergence_gated,interval,107,True,1,True,True,True,True,1.439252336448598,2,2,2,2.0,1.6666666666666667,1.8,1.9,2,2,2,3,3,3,[21],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M5,AddLoop,SUR,data-flow,statement,AddLoop/AddLoop_M5.java,AddLoop/AddLoop_M5.java,21,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M5/fault_localization_eval.json,1,raw.interval.statement_presence,interval,107,True,1,True,True,True,True,1.439252336448598,2,2,2,2.0,1.6666666666666667,1.8,1.9,2,2,2,3,3,3,[21],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M6,AddLoop,AOR,data-flow,statement,AddLoop/AddLoop_M6.java,AddLoop/AddLoop_M6.java,31,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M6/fault_localization_eval.json,1,aggregated.composite.condition_or_interval,composite,9,True,1,True,True,True,True,8.11111111111111,10,3,3,3,7,10,10,3,3,3,7,10,10,[31],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M6,AddLoop,AOR,data-flow,statement,AddLoop/AddLoop_M6.java,AddLoop/AddLoop_M6.java,31,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M6/fault_localization_eval.json,1,aggregated.condition_node,condition,6,False,,False,False,False,False,1.0,1,1,,1.0,1.0,1.0,1.0,,,1,3,4,4,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M6,AddLoop,AOR,data-flow,statement,AddLoop/AddLoop_M6.java,AddLoop/AddLoop_M6.java,31,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M6/fault_localization_eval.json,1,aggregated.interval.cct_only,interval,9,False,,False,False,False,False,3.888888888888889,16,1,,1.0,8.0,5.2,3.888888888888889,,,1,22,23,27,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M6,AddLoop,AOR,data-flow,statement,AddLoop/AddLoop_M6.java,AddLoop/AddLoop_M6.java,31,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M6/fault_localization_eval.json,1,aggregated.interval.edge_divergence_gated,interval,9,True,1,True,True,True,True,0.7777777777777778,2,2,2,2.0,1.3333333333333333,1.2,0.7777777777777778,2,2,2,4,6,6,[31],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M6,AddLoop,AOR,data-flow,statement,AddLoop/AddLoop_M6.java,AddLoop/AddLoop_M6.java,31,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M6/fault_localization_eval.json,1,aggregated.interval.statement_presence,interval,9,True,1,True,True,True,True,0.7777777777777778,2,2,2,2.0,1.3333333333333333,1.2,0.7777777777777778,2,2,2,4,6,6,[31],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M6,AddLoop,AOR,data-flow,statement,AddLoop/AddLoop_M6.java,AddLoop/AddLoop_M6.java,31,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M6/fault_localization_eval.json,1,raw.condition_node,condition,106,False,,False,False,False,False,1.0,1,1,,1.0,1.0,1.0,1.0,,,1,1,1,1,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M6,AddLoop,AOR,data-flow,statement,AddLoop/AddLoop_M6.java,AddLoop/AddLoop_M6.java,31,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M6/fault_localization_eval.json,1,raw.interval.cct_only,interval,207,False,,False,False,False,False,0.6328502415458938,16,1,,1.0,6.0,4.0,2.5,,,1,16,16,16,[],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M6,AddLoop,AOR,data-flow,statement,AddLoop/AddLoop_M6.java,AddLoop/AddLoop_M6.java,31,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M6/fault_localization_eval.json,1,raw.interval.edge_divergence_gated,interval,207,True,1,True,True,True,True,1.4685990338164252,2,2,2,2.0,1.6666666666666667,1.8,1.9,2,2,2,3,3,3,[31],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,AddLoop_M6,AddLoop,AOR,data-flow,statement,AddLoop/AddLoop_M6.java,AddLoop/AddLoop_M6.java,31,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/AddLoop_M6/fault_localization_eval.json,1,raw.interval.statement_presence,interval,207,True,1,True,True,True,True,1.4685990338164252,2,2,2,2.0,1.6666666666666667,1.8,1.9,2,2,2,3,3,3,[31],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,BubbleSortFive_M1,BubbleSort,ROR,control-flow,condition,BubbleSort/BubbleSortFive_M1.java,BubbleSort/BubbleSortFive_M1.java,4,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/BubbleSortFive_M1/fault_localization_eval.json,1,aggregated.composite.condition_or_interval,composite,17,True,8,False,False,False,True,29.58823529411765,41,4,4,4,12,20,38,4,32,4,12,20,38,[4],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
evaluated,BubbleSortFive_M1,BubbleSort,ROR,control-flow,condition,BubbleSort/BubbleSortFive_M1.java,BubbleSort/BubbleSortFive_M1.java,4,experiments/FL-060701-EX_CSC_dataset/aggregation_ready/cct_eval_reports/BubbleSortFive_M1/fault_localization_eval.json,1,aggregated.condition_node,condition,10,True,8,False,False,False,True,1.0,1,1,1,1.0,1.0,1.0,1.0,1,8,1,3,5,10,[4],,EX_CSC_dataset,FL-060701-EX_CSC_dataset,CCT
